 Fre(Hz),  er,  ei,  ur,  ui
12128375000.0000,2.0426,0.0440,1.0106,0.0281
12130937500.0000,2.0425,0.0508,1.0115,0.0260
12133500000.0000,2.0453,0.0408,1.0124,0.0286
12136062500.0000,2.0405,0.0498,1.0098,0.0256
12138625000.0000,2.0402,0.0436,1.0116,0.0274
12141187500.0000,2.0454,0.0414,1.0132,0.0280
12143750000.0000,2.0452,0.0448,1.0123,0.0278
12146312500.0000,2.0467,0.0403,1.0129,0.0277
12148875000.0000,2.0418,0.0401,1.0127,0.0284
12151437500.0000,2.0435,0.0388,1.0137,0.0291
12154000000.0000,2.0452,0.0420,1.0140,0.0278
12156562500.0000,2.0434,0.0421,1.0125,0.0282
12159125000.0000,2.0451,0.0416,1.0122,0.0274
12161687500.0000,2.0437,0.0434,1.0128,0.0285
12164250000.0000,2.0468,0.0437,1.0127,0.0276
12166812500.0000,2.0440,0.0437,1.0127,0.0288
12169375000.0000,2.0416,0.0406,1.0128,0.0282
12171937500.0000,2.0453,0.0382,1.0127,0.0286
12174500000.0000,2.0444,0.0383,1.0116,0.0302
12177062500.0000,2.0428,0.0409,1.0133,0.0297
12179625000.0000,2.0449,0.0361,1.0145,0.0286
12182187500.0000,2.0437,0.0433,1.0137,0.0260
12184750000.0000,2.0420,0.0357,1.0149,0.0303
12187312500.0000,2.0425,0.0384,1.0117,0.0245
12189875000.0000,2.0474,0.0393,1.0164,0.0294
12192437500.0000,2.0470,0.0364,1.0140,0.0267
12195000000.0000,2.0491,0.0391,1.0134,0.0249
12197562500.0000,2.0392,0.0385,1.0122,0.0255
12200125000.0000,2.0409,0.0342,1.0121,0.0283
12202687500.0000,2.0482,0.0387,1.0151,0.0297
12205250000.0000,2.0425,0.0377,1.0123,0.0268
12207812500.0000,2.0396,0.0357,1.0099,0.0248
12210375000.0000,2.0475,0.0376,1.0103,0.0273
12212937500.0000,2.0455,0.0372,1.0117,0.0268
12215500000.0000,2.0452,0.0363,1.0123,0.0267
12218062500.0000,2.0399,0.0331,1.0115,0.0272
12220625000.0000,2.0429,0.0383,1.0134,0.0269
12223187500.0000,2.0416,0.0367,1.0113,0.0271
12225750000.0000,2.0420,0.0363,1.0121,0.0254
12228312500.0000,2.0438,0.0331,1.0130,0.0276
12230875000.0000,2.0443,0.0365,1.0130,0.0276
12233437500.0000,2.0425,0.0366,1.0125,0.0278
12236000000.0000,2.0408,0.0372,1.0129,0.0273
12238562500.0000,2.0419,0.0345,1.0128,0.0263
12241125000.0000,2.0418,0.0322,1.0132,0.0265
12243687500.0000,2.0404,0.0312,1.0142,0.0270
12246250000.0000,2.0403,0.0345,1.0141,0.0268
12248812500.0000,2.0385,0.0350,1.0131,0.0267
12251375000.0000,2.0420,0.0347,1.0152,0.0254
12253937500.0000,2.0405,0.0337,1.0161,0.0253
12256500000.0000,2.0368,0.0333,1.0158,0.0282
12259062500.0000,2.0392,0.0391,1.0167,0.0254
12261625000.0000,2.0358,0.0383,1.0133,0.0247
12264187500.0000,2.0346,0.0330,1.0134,0.0272
12266750000.0000,2.0376,0.0383,1.0164,0.0265
12269312500.0000,2.0371,0.0365,1.0152,0.0257
12271875000.0000,2.0363,0.0319,1.0176,0.0270
12274437500.0000,2.0400,0.0308,1.0169,0.0259
12277000000.0000,2.0409,0.0336,1.0178,0.0273
12279562500.0000,2.0403,0.0352,1.0179,0.0271
12282125000.0000,2.0334,0.0337,1.0171,0.0275
12284687500.0000,2.0410,0.0285,1.0192,0.0276
12287250000.0000,2.0325,0.0391,1.0153,0.0247
12289812500.0000,2.0326,0.0347,1.0185,0.0272
12292375000.0000,2.0384,0.0305,1.0172,0.0267
12294937500.0000,2.0344,0.0336,1.0167,0.0267
12297500000.0000,2.0361,0.0351,1.0172,0.0288
12300062500.0000,2.0350,0.0347,1.0170,0.0273
12302625000.0000,2.0346,0.0347,1.0169,0.0279
12305187500.0000,2.0364,0.0361,1.0151,0.0262
12307750000.0000,2.0347,0.0355,1.0165,0.0271
12310312500.0000,2.0345,0.0361,1.0178,0.0258
12312875000.0000,2.0381,0.0355,1.0154,0.0259
12315437500.0000,2.0325,0.0381,1.0184,0.0269
12318000000.0000,2.0350,0.0365,1.0148,0.0257
12320562500.0000,2.0351,0.0354,1.0164,0.0270
12323125000.0000,2.0340,0.0338,1.0176,0.0273
12325687500.0000,2.0401,0.0397,1.0152,0.0272
12328250000.0000,2.0386,0.0364,1.0163,0.0245
12330812500.0000,2.0346,0.0347,1.0156,0.0272
12333375000.0000,2.0349,0.0392,1.0116,0.0287
12335937500.0000,2.0354,0.0368,1.0156,0.0272
12338500000.0000,2.0393,0.0377,1.0158,0.0259
12341062500.0000,2.0362,0.0410,1.0151,0.0264
12343625000.0000,2.0410,0.0421,1.0157,0.0246
12346187500.0000,2.0419,0.0388,1.0188,0.0239
12348750000.0000,2.0375,0.0360,1.0181,0.0261
12351312500.0000,2.0344,0.0394,1.0159,0.0261
12353875000.0000,2.0367,0.0370,1.0146,0.0266
12356437500.0000,2.0363,0.0355,1.0134,0.0275
12359000000.0000,2.0388,0.0378,1.0165,0.0255
12361562500.0000,2.0381,0.0366,1.0184,0.0280
12364125000.0000,2.0345,0.0417,1.0169,0.0276
12366687500.0000,2.0329,0.0425,1.0150,0.0281
12369250000.0000,2.0324,0.0398,1.0167,0.0264
12371812500.0000,2.0345,0.0373,1.0171,0.0293
12374375000.0000,2.0350,0.0329,1.0141,0.0281
12376937500.0000,2.0358,0.0359,1.0171,0.0278
12379500000.0000,2.0346,0.0404,1.0196,0.0280
12382062500.0000,2.0341,0.0393,1.0175,0.0277
12384625000.0000,2.0347,0.0366,1.0152,0.0291
12387187500.0000,2.0332,0.0358,1.0143,0.0286
12389750000.0000,2.0305,0.0388,1.0187,0.0261
12392312500.0000,2.0309,0.0392,1.0181,0.0269
12394875000.0000,2.0330,0.0362,1.0166,0.0283
12397437500.0000,2.0327,0.0359,1.0164,0.0263
12400000000.0000,2.0326,0.0340,1.0175,0.0268
